Pq,Pr,Ps,Pt,E(QS) - desc,E(QS),E(QT) - desc,E(QT),E(RS) - desc,E(RS),E(RT) - desc,E(RT),E(QS) + E(RS) + E(RT) - E(QT)
5,5,4,4,'-9.0/31,-0.2903225806451613,'-10.0/20,-0.5,'-8.0/30,-0.26666666666666666,'-11.0/19,-0.5789473684210527,-0.6359366157328807
5,5,4,5,'-5.0/25,-0.2,'-18.0/18,-1.0,'-6.0/30,-0.2,'-27.0/27,-1.0,-0.3999999999999999
5,5,4,6,'-12.0/26,-0.46153846153846156,'-9.0/23,-0.391304347826087,'-4.0/30,-0.13333333333333333,'-9.0/21,-0.42857142857142855,-0.6321388756171364
5,5,5,1,'-28.0/28,-1.0,'14.0/20,0.7,'-33.0/33,-1.0,'9.0/19,0.47368421052631576,-2.2263157894736842
5,5,5,2,'-22.0/22,-1.0,'26.0/26,1.0,'-24.0/24,-1.0,'28.0/28,1.0,-2.0
5,5,5,3,'-24.0/24,-1.0,'17.0/31,0.5483870967741935,'-21.0/21,-1.0,'14.0/24,0.5833333333333334,-1.96505376344086
5,5,5,4,'-23.0/23,-1.0,'-13.0/31,-0.41935483870967744,'-23.0/23,-1.0,'-9.0/23,-0.391304347826087,-1.9719495091164094
5,5,5,5,'-22.0/22,-1.0,'-27.0/27,-1.0,'-26.0/26,-1.0,'-25.0/25,-1.0,-2.0
5,5,5,6,'-28.0/28,-1.0,'-8.0/20,-0.4,'-26.0/26,-1.0,'-4.0/26,-0.15384615384615385,-1.7538461538461538
5,5,6,1,'-15.0/23,-0.6521739130434783,'9.0/25,0.36,'-6.0/26,-0.23076923076923078,'6.0/26,0.23076923076923078,-1.0121739130434784
5,5,6,2,'-13.0/29,-0.4482758620689655,'23.0/23,1.0,'1.0/27,0.037037037037037035,'21.0/21,1.0,-0.41123882503192855
5,5,6,3,'-2.0/20,-0.1,'11.0/33,0.3333333333333333,'-13.0/27,-0.48148148148148145,'8.0/20,0.4,-0.5148148148148148
5,5,6,4,'-10.0/22,-0.45454545454545453,'-15.0/29,-0.5172413793103449,'-5.0/23,-0.21739130434782608,'0.0/26,0.0,-0.15469537958293578
5,5,6,5,'-11.0/29,-0.3793103448275862,'-24.0/24,-1.0,'-8.0/24,-0.3333333333333333,'-23.0/23,-1.0,-0.7126436781609196
5,5,6,6,'-19.0/27,-0.7037037037037037,'-7.0/29,-0.2413793103448276,'-2.0/24,-0.08333333333333333,'-6.0/20,-0.3,-0.8456577266922094
5,6,1,1,'0.0/22,0.0,'4.0/24,0.16666666666666666,'-19.0/29,-0.6551724137931034,'-11.0/25,-0.44,-1.2618390804597701
5,6,1,2,'11.0/23,0.4782608695652174,'27.0/27,1.0,'-16.0/26,-0.6153846153846154,'0.0/24,0.0,-1.1371237458193981
5,6,1,3,'4.0/22,0.18181818181818182,'0.0/24,0.0,'-10.0/24,-0.4166666666666667,'30.0/30,1.0,0.7651515151515151
5,6,1,4,'5.0/33,0.15151515151515152,'-4.0/18,-0.2222222222222222,'-8.0/32,-0.25,'5.0/17,0.29411764705882354,0.4178550207961973
5,6,1,5,'11.0/31,0.3548387096774194,'-28.0/28,-1.0,'-4.0/20,-0.2,'-7.0/21,-0.3333333333333333,0.821505376344086
5,6,1,6,'-1.0/23,-0.043478260869565216,'-3.0/25,-0.12,'-6.0/26,-0.23076923076923078,'-26.0/26,-1.0,-1.1542474916387961
5,6,2,1,'26.0/26,1.0,'-4.0/18,-0.2222222222222222,'10.0/30,0.3333333333333333,'-14.0/26,-0.5384615384615384,1.017094017094017
5,6,2,2,'28.0/28,1.0,'19.0/19,1.0,'15.0/29,0.5172413793103449,'4.0/24,0.16666666666666666,0.6839080459770115
5,6,2,3,'19.0/19,1.0,'5.0/21,0.23809523809523808,'16.0/38,0.42105263157894735,'22.0/22,1.0,2.182957393483709
5,6,2,4,'24.0/24,1.0,'-6.0/26,-0.23076923076923078,'6.0/32,0.1875,'10.0/18,0.5555555555555556,1.9738247863247864
5,6,2,5,'23.0/23,1.0,'-23.0/23,-1.0,'13.0/31,0.41935483870967744,'-3.0/23,-0.13043478260869565,2.2889200561009817
5,6,2,6,'17.0/17,1.0,'-7.0/25,-0.28,'0.0/24,0.0,'-34.0/34,-1.0,0.28
5,6,3,1,'14.0/28,0.5,'17.0/27,0.6296296296296297,'19.0/19,1.0,'-10.0/26,-0.38461538461538464,0.48575498575498577
5,6,3,2,'4.0/20,0.2,'23.0/23,1.0,'29.0/29,1.0,'14.0/28,0.5,0.7
5,6,3,3,'12.0/26,0.46153846153846156,'4.0/22,0.18181818181818182,'30.0/30,1.0,'22.0/22,1.0,2.27972027972028
5,6,3,4,'3.0/21,0.14285714285714285,'-7.0/25,-0.28,'30.0/30,1.0,'12.0/24,0.5,1.9228571428571428
5,6,3,5,'3.0/29,0.10344827586206896,'-20.0/20,-1.0,'22.0/22,1.0,'-11.0/29,-0.3793103448275862,1.7241379310344827
5,6,3,6,'9.0/25,0.36,'-9.0/19,-0.47368421052631576,'23.0/23,1.0,'-33.0/33,-1.0,0.8336842105263156
5,6,4,1,'-2.0/20,-0.1,'3.0/21,0.14285714285714285,'15.0/35,0.42857142857142855,'-2.0/24,-0.08333333333333333,0.10238095238095235
5,6,4,2,'-4.0/26,-0.15384615384615385,'31.0/31,1.0,'6.0/22,0.2727272727272727,'9.0/21,0.42857142857142855,-0.45254745254745266
5,6,4,3,'-12.0/26,-0.46153846153846156,'13.0/29,0.4482758620689655,'16.0/22,0.7272727272727273,'23.0/23,1.0,0.8174584036653003
5,6,4,4,'0.0/24,0.0,'-7.0/21,-0.3333333333333333,'3.0/33,0.09090909090909091,'-2.0/22,-0.09090909090909091,0.3333333333333333
5,6,4,5,'-7.0/23,-0.30434782608695654,'-16.0/16,-1.0,'6.0/26,0.23076923076923078,'-11.0/35,-0.3142857142857143,0.61213569039656
5,6,4,6,'-3.0/23,-0.13043478260869565,'-23.0/31,-0.7419354838709677,'7.0/19,0.3684210526315789,'-27.0/27,-1.0,-0.020078246106148945
5,6,5,1,'-21.0/21,-1.0,'10.0/28,0.35714285714285715,'-5.0/23,-0.21739130434782608,'-8.0/28,-0.2857142857142857,-1.860248447204969
5,6,5,2,'-23.0/23,-1.0,'19.0/19,1.0,'-17.0/31,-0.5483870967741935,'11.0/27,0.4074074074074074,-2.140979689366786
5,6,5,3,'-25.0/25,-1.0,'14.0/28,0.5,'-7.0/25,-0.28,'22.0/22,1.0,-0.78
5,6,5,4,'-25.0/25,-1.0,'4.0/24,0.16666666666666666,'-11.0/33,-0.3333333333333333,'2.0/18,0.1111111111111111,-1.3888888888888888
5,6,5,5,'-24.0/24,-1.0,'-23.0/23,-1.0,'-9.0/27,-0.3333333333333333,'-14.0/26,-0.5384615384615384,-0.8717948717948718
5,6,5,6,'-38.0/38,-1.0,'-7.0/17,-0.4117647058823529,'-11.0/23,-0.4782608695652174,'-22.0/22,-1.0,-2.0664961636828645
5,6,6,1,'-9.0/23,-0.391304347826087,'9.0/19,0.47368421052631576,'-28.0/28,-1.0,'-12.0/30,-0.4,-2.2649885583524028
5,6,6,2,'-10.0/26,-0.38461538461538464,'30.0/30,1.0,'-19.0/19,-1.0,'7.0/25,0.28,-2.1046153846153848
5,6,6,3,'-3.0/27,-0.1111111111111111,'14.0/24,0.5833333333333334,'-27.0/27,-1.0,'22.0/22,1.0,-0.6944444444444445
5,6,6,4,'-17.0/31,-0.5483870967741935,'-8.0/24,-0.3333333333333333,'-18.0/18,-1.0,'3.0/27,0.1111111111111111,-1.103942652329749
5,6,6,5,'-8.0/22,-0.36363636363636365,'-21.0/21,-1.0,'-31.0/31,-1.0,'0.0/26,0.0,-0.36363636363636376
5,6,6,6,'-7.0/19,-0.3684210526315789,'-16.0/32,-0.5,'-20.0/20,-1.0,'-29.0/29,-1.0,-1.8684210526315788
6,1,1,1,'-4.0/18,-0.2222222222222222,'0.0/34,0.0,'-15.0/15,-1.0,'-33.0/33,-1.0,-2.2222222222222223
6,1,1,2,'-10.0/26,-0.38461538461538464,'11.0/31,0.3548387096774194,'-28.0/28,-1.0,'-7.0/15,-0.4666666666666667,-2.206120760959471
6,1,1,3,'-13.0/25,-0.52,'29.0/29,1.0,'-24.0/24,-1.0,'12.0/22,0.5454545454545454,-1.9745454545454546
6,1,1,4,'-2.0/20,-0.1,'12.0/28,0.42857142857142855,'-25.0/25,-1.0,'27.0/27,1.0,-0.5285714285714287
6,1,1,5,'-1.0/27,-0.037037037037037035,'-7.0/25,-0.28,'-21.0/21,-1.0,'15.0/27,0.5555555555555556,-0.20148148148148137
6,1,1,6,'-7.0/21,-0.3333333333333333,'-32.0/32,-1.0,'-23.0/23,-1.0,'-14.0/24,-0.5833333333333334,-0.9166666666666665
6,1,2,1,'17.0/27,0.6296296296296297,'-8.0/26,-0.3076923076923077,'-11.0/21,-0.5238095238095238,'-26.0/26,-1.0,-0.5864875864875865
6,1,2,2,'9.0/29,0.3103448275862069,'9.0/25,0.36,'-7.0/23,-0.30434782608695654,'-7.0/23,-0.30434782608695654,-0.6583508245877061
6,1,2,3,'10.0/26,0.38461538461538464,'20.0/20,1.0,'-13.0/25,-0.52,'13.0/29,0.4482758620689655,-0.6871087533156499
6,1,2,4,'4.0/18,0.2222222222222222,'4.0/28,0.14285714285714285,'-15.0/25,-0.6,'29.0/29,1.0,0.4793650793650794
6,1,2,5,'6.0/26,0.23076923076923078,'-17.0/27,-0.6296296296296297,'-7.0/21,-0.3333333333333333,'14.0/26,0.5384615384615384,1.0655270655270654
6,1,2,6,'5.0/27,0.18518518518518517,'-26.0/26,-1.0,'-7.0/23,-0.30434782608695654,'-18.0/24,-0.75,0.13083735909822858
6,1,3,1,'26.0/26,1.0,'-15.0/25,-0.6,'9.0/29,0.3103448275862069,'-20.0/20,-1.0,0.9103448275862068
6,1,3,2,'31.0/31,1.0,'5.0/21,0.23809523809523808,'15.0/25,0.6,'-3.0/23,-0.13043478260869565,1.2314699792960664
6,1,3,3,'22.0/22,1.0,'28.0/28,1.0,'6.0/16,0.375,'22.0/34,0.6470588235294118,1.0220588235294117
6,1,3,4,'24.0/24,1.0,'13.0/21,0.6190476190476191,'12.0/28,0.42857142857142855,'27.0/27,1.0,1.8095238095238098
6,1,3,5,'23.0/23,1.0,'-4.0/24,-0.16666666666666666,'10.0/26,0.38461538461538464,'5.0/27,0.18518518518518517,1.7364672364672364
6,1,3,6,'28.0/28,1.0,'-27.0/27,-1.0,'9.0/21,0.42857142857142855,'-8.0/24,-0.3333333333333333,2.0952380952380953
6,1,4,1,'12.0/20,0.6,'-12.0/20,-0.6,'26.0/26,1.0,'-34.0/34,-1.0,1.2000000000000002
6,1,4,2,'2.0/24,0.08333333333333333,'8.0/24,0.3333333333333333,'24.0/24,1.0,'-14.0/28,-0.5,0.24999999999999994
6,1,4,3,'17.0/23,0.7391304347826086,'18.0/18,1.0,'28.0/28,1.0,'21.0/31,0.6774193548387096,1.4165497896213184
6,1,4,4,'10.0/24,0.4166666666666667,'9.0/25,0.36,'24.0/24,1.0,'27.0/27,1.0,2.056666666666667
6,1,4,5,'6.0/28,0.21428571428571427,'-12.0/28,-0.42857142857142855,'24.0/24,1.0,'14.0/20,0.7,2.3428571428571425
6,1,4,6,'10.0/28,0.35714285714285715,'-20.0/20,-1.0,'32.0/32,1.0,'-2.0/20,-0.1,2.257142857142857
6,1,5,1,'0.0/30,0.0,'-16.0/32,-0.5,'1.0/21,0.047619047619047616,'-17.0/17,-1.0,-0.45238095238095233
6,1,5,2,'-3.0/19,-0.15789473684210525,'16.0/36,0.4444444444444444,'4.0/16,0.25,'-9.0/29,-0.3103448275862069,-0.6626840088727566
6,1,5,3,'-5.0/21,-0.23809523809523808,'31.0/31,1.0,'3.0/21,0.14285714285714285,'7.0/27,0.25925925925925924,-0.835978835978836
6,1,5,4,'-5.0/19,-0.2631578947368421,'11.0/35,0.3142857142857143,'5.0/19,0.2631578947368421,'27.0/27,1.0,0.6857142857142857
6,1,5,5,'-11.0/19,-0.5789473684210527,'-10.0/24,-0.4166666666666667,'4.0/22,0.18181818181818182,'15.0/35,0.42857142857142855,0.4481089086352244
6,1,5,6,'-9.0/15,-0.6,'-28.0/28,-1.0,'4.0/22,0.18181818181818182,'-5.0/35,-0.14285714285714285,0.438961038961039
6,1,6,1,'-29.0/29,-1.0,'-5.0/23,-0.21739130434782608,'-7.0/21,-0.3333333333333333,'-27.0/27,-1.0,-2.115942028985507
6,1,6,2,'-24.0/24,-1.0,'17.0/27,0.6296296296296297,'-3.0/19,-0.15789473684210525,'-12.0/30,-0.4,-2.187524366471735
6,1,6,3,'-29.0/29,-1.0,'26.0/26,1.0,'-2.0/18,-0.1111111111111111,'1.0/27,0.037037037037037035,-2.0740740740740744
6,1,6,4,'-25.0/25,-1.0,'7.0/25,0.28,'-6.0/30,-0.2,'20.0/20,1.0,-0.48
6,1,6,5,'-20.0/20,-1.0,'-6.0/28,-0.21428571428571427,'-7.0/23,-0.30434782608695654,'7.0/29,0.2413793103448276,-0.8486828014564146
6,1,6,6,'-21.0/21,-1.0,'-23.0/23,-1.0,'-17.0/27,-0.6296296296296297,'-7.0/29,-0.2413793103448276,-0.8710089399744574
6,2,1,1,'-9.0/17,-0.5294117647058824,'-3.0/29,-0.10344827586206896,'-8.0/30,-0.26666666666666666,'-8.0/24,-0.3333333333333333,-1.0259634888438134
6,2,1,2,'-9.0/19,-0.47368421052631576,'5.0/33,0.15151515151515152,'-9.0/21,-0.42857142857142855,'-27.0/27,-1.0,-2.0537707906128957
6,2,1,3,'-3.0/29,-0.10344827586206896,'26.0/26,1.0,'-2.0/30,-0.06666666666666667,'-5.0/15,-0.3333333333333333,-1.5034482758620689
6,2,1,4,'-8.0/22,-0.36363636363636365,'4.0/22,0.18181818181818182,'-9.0/33,-0.2727272727272727,'1.0/23,0.043478260869565216,-0.7747035573122529
6,2,1,5,'-12.0/34,-0.35294117647058826,'-10.0/26,-0.38461538461538464,'-1.0/21,-0.047619047619047616,'19.0/19,1.0,0.9840551605257488
6,2,1,6,'-8.0/26,-0.3076923076923077,'-21.0/21,-1.0,'1.0/25,0.04,'18.0/28,0.6428571428571429,1.3751648351648351
6,2,2,1,'1.0/23,0.043478260869565216,'-12.0/28,-0.42857142857142855,'-29.0/29,-1.0,'-4.0/20,-0.2,-0.7279503105590062
6,2,2,2,'9.0/31,0.2903225806451613,'10.0/18,0.5555555555555556,'-20.0/20,-1.0,'-31.0/31,-1.0,-2.2652329749103943
6,2,2,3,'5.0/25,0.2,'27.0/27,1.0,'-22.0/22,-1.0,'-16.0/26,-0.6153846153846154,-2.4153846153846157
6,2,2,4,'7.0/19,0.3684210526315789,'9.0/29,0.3103448275862069,'-25.0/25,-1.0,'7.0/27,0.25925925925925924,-0.6826645156953687
6,2,2,5,'10.0/24,0.4166666666666667,'-12.0/28,-0.42857142857142855,'-20.0/20,-1.0,'28.0/28,1.0,0.8452380952380953
6,2,2,6,'12.0/28,0.42857142857142855,'-27.0/27,-1.0,'-21.0/21,-1.0,'6.0/24,0.25,0.6785714285714286
6,2,3,1,'27.0/27,1.0,'-6.0/20,-0.3,'-8.0/30,-0.26666666666666666,'-9.0/23,-0.391304347826087,0.6420289855072464
6,2,3,2,'23.0/23,1.0,'9.0/19,0.47368421052631576,'-3.0/33,-0.09090909090909091,'-25.0/25,-1.0,-0.5645933014354068
6,2,3,3,'34.0/34,1.0,'21.0/21,1.0,'-10.0/30,-0.3333333333333333,'-7.0/15,-0.4666666666666667,-0.7999999999999999
6,2,3,4,'27.0/27,1.0,'12.0/28,0.42857142857142855,'-1.0/23,-0.043478260869565216,'8.0/22,0.36363636363636365,0.8915866741953697
6,2,3,5,'22.0/22,1.0,'-6.0/38,-0.15789473684210525,'0.0/20,0.0,'20.0/20,1.0,2.1578947368421053
6,2,3,6,'26.0/26,1.0,'-26.0/26,-1.0,'-11.0/25,-0.44,'15.0/23,0.6521739130434783,2.212173913043478
6,2,4,1,'5.0/25,0.2,'-8.0/18,-0.4444444444444444,'21.0/35,0.6,'-6.0/22,-0.2727272727272727,0.9717171717171718
6,2,4,2,'4.0/20,0.2,'10.0/26,0.38461538461538464,'14.0/28,0.5,'-26.0/26,-1.0,-0.6846153846153846
6,2,4,3,'4.0/22,0.18181818181818182,'21.0/21,1.0,'4.0/28,0.14285714285714285,'-11.0/29,-0.3793103448275862,-1.0546350201522614
6,2,4,4,'7.0/29,0.2413793103448276,'9.0/21,0.42857142857142855,'14.0/26,0.5384615384615384,'12.0/24,0.5,0.8512694202349376
6,2,4,5,'7.0/27,0.25925925925925924,'-12.0/24,-0.5,'12.0/28,0.42857142857142855,'21.0/21,1.0,2.187830687830688
6,2,4,6,'6.0/30,0.2,'-18.0/18,-1.0,'11.0/29,0.3793103448275862,'11.0/23,0.4782608695652174,2.0575712143928038
6,2,5,1,'-14.0/32,-0.4375,'-8.0/18,-0.4444444444444444,'24.0/24,1.0,'-8.0/26,-0.3076923076923077,0.6992521367521367
6,2,5,2,'-12.0/26,-0.46153846153846156,'9.0/27,0.3333333333333333,'21.0/21,1.0,'-26.0/26,-1.0,-0.7948717948717949
6,2,5,3,'-7.0/29,-0.2413793103448276,'19.0/19,1.0,'24.0/24,1.0,'-8.0/28,-0.2857142857142857,-0.5270935960591133
6,2,5,4,'-14.0/34,-0.4117647058823529,'6.0/20,0.3,'28.0/28,1.0,'6.0/18,0.3333333333333333,0.6215686274509804
6,2,5,5,'-4.0/22,-0.18181818181818182,'-6.0/26,-0.23076923076923078,'24.0/24,1.0,'28.0/28,1.0,2.0489510489510487
6,2,5,6,'-3.0/31,-0.0967741935483871,'-20.0/20,-1.0,'24.0/24,1.0,'9.0/25,0.36,2.263225806451613
6,2,6,1,'-34.0/34,-1.0,'-6.0/20,-0.3,'5.0/21,0.23809523809523808,'-5.0/25,-0.2,-0.6619047619047618
6,2,6,2,'-27.0/27,-1.0,'10.0/24,0.4166666666666667,'19.0/27,0.7037037037037037,'-22.0/22,-1.0,-1.712962962962963
6,2,6,3,'-24.0/24,-1.0,'25.0/25,1.0,'8.0/28,0.2857142857142857,'-5.0/23,-0.21739130434782608,-1.9316770186335404
6,2,6,4,'-25.0/25,-1.0,'19.0/31,0.6129032258064516,'9.0/21,0.42857142857142855,'11.0/23,0.4782608695652174,-0.7060709276698056
6,2,6,5,'-28.0/28,-1.0,'-10.0/30,-0.3333333333333333,'8.0/22,0.36363636363636365,'20.0/20,1.0,0.696969696969697
6,2,6,6,'-28.0/28,-1.0,'-29.0/29,-1.0,'11.0/19,0.5789473684210527,'16.0/24,0.6666666666666666,1.2456140350877192
6,3,1,1,'-14.0/22,-0.6363636363636364,'-10.0/24,-0.4166666666666667,'12.0/28,0.42857142857142855,'6.0/26,0.23076923076923078,0.43964368964368966
6,3,1,2,'-16.0/26,-0.6153846153846154,'11.0/23,0.4782608695652174,'10.0/18,0.5555555555555556,'-11.0/33,-0.3333333333333333,-0.8714232627276106
6,3,1,3,'-6.0/28,-0.21428571428571427,'22.0/22,1.0,'3.0/25,0.12,'-25.0/25,-1.0,-2.0942857142857143
6,3,1,4,'-14.0/38,-0.3684210526315789,'4.0/22,0.18181818181818182,'1.0/19,0.05263157894736842,'1.0/21,0.047619047619047616,-0.4499886078833447
6,3,1,5,'-10.0/18,-0.5555555555555556,'-3.0/21,-0.14285714285714285,'6.0/30,0.2,'9.0/31,0.2903225806451613,0.07762416794674859
6,3,1,6,'-4.0/26,-0.15384615384615385,'-25.0/25,-1.0,'9.0/25,0.36,'24.0/24,1.0,2.206153846153846
6,3,2,1,'12.0/28,0.42857142857142855,'-6.0/20,-0.3,'-5.0/33,-0.15151515151515152,'1.0/19,0.05263157894736842,0.6296878560036454
6,3,2,2,'5.0/21,0.23809523809523808,'13.0/27,0.48148148148148145,'0.0/26,0.0,'-2.0/26,-0.07692307692307693,-0.3203093203093203
6,3,2,3,'11.0/25,0.44,'22.0/22,1.0,'-10.0/30,-0.3333333333333333,'-23.0/23,-1.0,-1.8933333333333333
6,3,2,4,'15.0/21,0.7142857142857143,'11.0/25,0.44,'-12.0/22,-0.5454545454545454,'-4.0/32,-0.125,-0.3961688311688311
6,3,2,5,'9.0/21,0.42857142857142855,'-11.0/21,-0.5238095238095238,'-10.0/24,-0.4166666666666667,'10.0/34,0.29411764705882354,0.8298319327731092
6,3,2,6,'15.0/25,0.6,'-29.0/29,-1.0,'-10.0/24,-0.4166666666666667,'22.0/22,1.0,2.1833333333333336
6,3,3,1,'27.0/27,1.0,'-17.0/29,-0.5862068965517241,'-20.0/20,-1.0,'18.0/24,0.75,1.3362068965517242
6,3,3,2,'16.0/16,1.0,'10.0/26,0.38461538461538464,'-36.0/36,-1.0,'-6.0/22,-0.2727272727272727,-0.6573426573426573
6,3,3,3,'31.0/31,1.0,'26.0/26,1.0,'-27.0/27,-1.0,'-16.0/16,-1.0,-2.0
6,3,3,4,'27.0/27,1.0,'10.0/26,0.38461538461538464,'-22.0/22,-1.0,'-3.0/25,-0.12,-0.5046153846153847
6,3,3,5,'22.0/22,1.0,'-16.0/26,-0.6153846153846154,'-26.0/26,-1.0,'18.0/26,0.6923076923076923,1.3076923076923077
6,3,3,6,'25.0/25,1.0,'-26.0/26,-1.0,'-19.0/19,-1.0,'30.0/30,1.0,2.0
6,3,4,1,'10.0/28,0.35714285714285715,'-2.0/20,-0.1,'-15.0/23,-0.6521739130434783,'21.0/29,0.7241379310344828,0.5291068751338617
6,3,4,2,'11.0/19,0.5789473684210527,'9.0/27,0.3333333333333333,'-7.0/27,-0.25925925925925924,'-11.0/27,-0.4074074074074074,-0.4210526315789473
6,3,4,3,'12.0/22,0.5454545454545454,'35.0/35,1.0,'-8.0/22,-0.36363636363636365,'-21.0/21,-1.0,-1.8181818181818183
6,3,4,4,'10.0/24,0.4166666666666667,'8.0/20,0.4,'-3.0/33,-0.09090909090909091,'-5.0/23,-0.21739130434782608,-0.2916337285902503
6,3,4,5,'-3.0/21,-0.14285714285714285,'-7.0/27,-0.25925925925925924,'-10.0/30,-0.3333333333333333,'8.0/22,0.36363636363636365,0.14670514670514673
6,3,4,6,'19.0/29,0.6551724137931034,'-13.0/13,-1.0,'6.0/28,0.21428571428571427,'30.0/30,1.0,2.8694581280788176
6,3,5,1,'-21.0/27,-0.7777777777777778,'-10.0/28,-0.35714285714285715,'10.0/24,0.4166666666666667,'3.0/21,0.14285714285714285,0.1388888888888889
6,3,5,2,'-10.0/30,-0.3333333333333333,'5.0/15,0.3333333333333333,'16.0/28,0.5714285714285714,'-5.0/27,-0.18518518518518517,-0.2804232804232804
6,3,5,3,'-7.0/23,-0.30434782608695654,'27.0/27,1.0,'9.0/25,0.36,'-25.0/25,-1.0,-1.9443478260869567
6,3,5,4,'3.0/19,0.15789473684210525,'1.0/27,0.037037037037037035,'14.0/26,0.5384615384615384,'-20.0/28,-0.7142857142857143,-0.0549664760191077
6,3,5,5,'-4.0/26,-0.15384615384615385,'1.0/23,0.043478260869565216,'14.0/28,0.5,'9.0/23,0.391304347826087,0.693979933110368
6,3,5,6,'-4.0/20,-0.2,'-26.0/26,-1.0,'10.0/28,0.35714285714285715,'26.0/26,1.0,2.157142857142857
6,3,6,1,'-23.0/23,-1.0,'-16.0/26,-0.6153846153846154,'26.0/26,1.0,'7.0/25,0.28,0.8953846153846154
6,3,6,2,'-30.0/30,-1.0,'1.0/21,0.047619047619047616,'35.0/35,1.0,'-6.0/14,-0.42857142857142855,-0.47619047619047616
6,3,6,3,'-29.0/29,-1.0,'26.0/26,1.0,'25.0/25,1.0,'-20.0/20,-1.0,-2.0
6,3,6,4,'-20.0/20,-1.0,'12.0/26,0.46153846153846156,'31.0/31,1.0,'-5.0/23,-0.21739130434782608,-0.6789297658862876
6,3,6,5,'-22.0/22,-1.0,'-11.0/27,-0.4074074074074074,'30.0/30,1.0,'9.0/21,0.42857142857142855,0.8359788359788359
6,3,6,6,'-25.0/25,-1.0,'-24.0/24,-1.0,'29.0/29,1.0,'22.0/22,1.0,2.0
6,4,1,1,'-9.0/19,-0.47368421052631576,'-9.0/31,-0.2903225806451613,'20.0/20,1.0,'30.0/30,1.0,1.8166383701188455
6,4,1,2,'-11.0/23,-0.4782608695652174,'9.0/21,0.42857142857142855,'31.0/31,1.0,'9.0/25,0.36,0.45316770186335403
6,4,1,3,'-9.0/31,-0.2903225806451613,'19.0/19,1.0,'25.0/25,1.0,'-9.0/25,-0.36,-0.6503225806451612
6,4,1,4,'-21.0/27,-0.7777777777777778,'20.0/28,0.7142857142857143,'23.0/23,1.0,'-22.0/22,-1.0,-1.492063492063492
6,4,1,5,'-8.0/26,-0.3076923076923077,'-3.0/19,-0.15789473684210525,'32.0/32,1.0,'-3.0/23,-0.13043478260869565,0.7197676465411018
6,4,1,6,'-7.0/29,-0.2413793103448276,'-20.0/20,-1.0,'22.0/22,1.0,'19.0/29,0.6551724137931034,2.413793103448276
6,4,2,1,'9.0/25,0.36,'-5.0/23,-0.21739130434782608,'8.0/26,0.3076923076923077,'26.0/26,1.0,1.885083612040134
6,4,2,2,'8.0/22,0.36363636363636365,'20.0/28,0.7142857142857143,'3.0/27,0.1111111111111111,'11.0/23,0.4782608695652174,0.2387226300269779
6,4,2,3,'17.0/31,0.5483870967741935,'20.0/20,1.0,'12.0/22,0.5454545454545454,'-5.0/27,-0.18518518518518517,-0.0913435429564462
6,4,2,4,'9.0/17,0.5294117647058824,'18.0/30,0.6,'19.0/25,0.76,'-28.0/28,-1.0,-0.3105882352941175
6,4,2,5,'11.0/35,0.3142857142857143,'-1.0/25,-0.04,'9.0/13,0.6923076923076923,'-13.0/27,-0.48148148148148145,0.5651119251119252
6,4,2,6,'13.0/31,0.41935483870967744,'-19.0/19,-1.0,'13.0/23,0.5652173913043478,'5.0/27,0.18518518518518517,2.1697574151992103
6,4,3,1,'24.0/24,1.0,'-7.0/21,-0.3333333333333333,'-4.0/28,-0.14285714285714285,'27.0/27,1.0,2.1904761904761907
6,4,3,2,'30.0/30,1.0,'11.0/29,0.3793103448275862,'-1.0/19,-0.05263157894736842,'4.0/22,0.18181818181818182,0.7498762580432273
6,4,3,3,'29.0/29,1.0,'22.0/22,1.0,'-10.0/24,-0.4166666666666667,'-7.0/25,-0.28,-0.6966666666666668
6,4,3,4,'29.0/29,1.0,'7.0/21,0.3333333333333333,'-14.0/26,-0.5384615384615384,'-24.0/24,-1.0,-0.8717948717948718
6,4,3,5,'29.0/29,1.0,'-15.0/31,-0.4838709677419355,'1.0/21,0.047619047619047616,'-11.0/19,-0.5789473684210527,0.9525426469399305
6,4,3,6,'30.0/30,1.0,'-22.0/22,-1.0,'-7.0/23,-0.30434782608695654,'7.0/25,0.28,1.9756521739130435
6,4,4,1,'0.0/18,0.0,'-11.0/25,-0.44,'-28.0/28,-1.0,'29.0/29,1.0,0.44
6,4,4,2,'16.0/28,0.5714285714285714,'9.0/23,0.391304347826087,'-24.0/24,-1.0,'13.0/25,0.52,-0.29987577639751556
6,4,4,3,'10.0/30,0.3333333333333333,'28.0/28,1.0,'-20.0/20,-1.0,'-4.0/22,-0.18181818181818182,-1.8484848484848486
6,4,4,4,'7.0/17,0.4117647058823529,'11.0/29,0.3793103448275862,'-24.0/24,-1.0,'-30.0/30,-1.0,-1.9675456389452335
6,4,4,5,'9.0/35,0.2571428571428571,'-14.0/32,-0.4375,'-21.0/21,-1.0,'-2.0/12,-0.16666666666666666,-0.4720238095238095
6,4,4,6,'13.0/27,0.48148148148148145,'-25.0/25,-1.0,'-25.0/25,-1.0,'5.0/23,0.21739130434782608,0.6988727858293075
6,4,5,1,'-7.0/19,-0.3684210526315789,'-6.0/22,-0.2727272727272727,'5.0/37,0.13513513513513514,'22.0/22,1.0,1.0394413552308288
